Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,Magnitude,Sentiment
4461,Garôta De Ipanema (The Girl From Ipanema),Dani Iannarelli,,2011,131,42,49,-12,20,42,226,75,4,0,0,0
4463,HUMBLE.,Kendrick Lamar,conscious hip hop,2017,150,62,91,-7,10,42,177,0,10,86,2.299999952,-0.200000003
4464,DNA.,Kendrick Lamar,conscious hip hop,2017,140,52,64,-7,8,42,186,0,36,82,1.899999976,0
4465,No Role Modelz,J. Cole,conscious hip hop,2014,100,52,70,-8,6,46,293,30,33,82,10,-0.400000006
4466,LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,2017,126,59,80,-7,15,78,213,26,9,81,0,0
4467,KOD,J. Cole,conscious hip hop,2018,142,78,83,-6,11,20,191,21,15,80,5.699999809,-0.200000003
4468,Bounce Back,Big Sean,detroit hip hop,2017,81,57,77,-6,13,26,222,11,18,79,4.699999809,-0.300000012
4469,Wet Dreamz,J. Cole,conscious hip hop,2014,175,71,50,-8,13,58,239,8,36,79,6.199999809,-0.200000003
4470,POWER,Kanye West,pop rap,2010,154,92,54,-5,74,58,292,2,11,79,9.399999619,-0.200000003
4471,Lose Yourself,Eminem,detroit hip hop,2005,171,73,70,-5,36,7,326,1,27,79,6.300000191,-0.200000003
4472,Ni**as In Paris,JAY Z,bulgarian hip hop,2014,140,88,76,-6,25,68,219,8,25,78,0,0
4473,Nights,Frank Ocean,hip hop,2016,90,55,47,-9,11,42,307,42,12,77,7,-0.300000012
4474,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,conscious hip hop,2017,111,54,66,-9,20,42,227,3,6,76,7.699999809,0
4475,Ivy,Frank Ocean,hip hop,2016,116,39,57,-10,25,45,249,78,4,76,4.599999905,-0.200000003
4476,Pink + White,Frank Ocean,hip hop,2016,160,55,54,-7,42,55,185,67,10,76,2.200000048,-0.100000001
4477,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,conscious hip hop,2016,135,80,65,-5,12,79,305,16,17,76,5,0.100000001
4478,G.O.M.D.,J. Cole,conscious hip hop,2014,128,39,89,-11,28,30,301,33,27,76,3.700000048,-0.100000001
4479,Chanel,Frank Ocean,hip hop,2017,110,50,78,-6,11,47,210,87,24,75,3.200000048,0
4153,Listen,Liisi Lafontaine,,2017,127,61,40,-6,72,26,229,67,7,41,6.900000095,0.200000003
4154,Tell Me And I'll Forget,Rand Aldo,,2018,90,6,36,-24,11,6,173,94,3,41,0,0
4155,Million Bucks,TP4Y,,2016,150,93,63,-3,25,90,181,8,7,40,0,0
4156,I Surrender,Arlissa,,2017,94,38,65,-3,10,35,192,75,3,40,7,-0.100000001
4157,What's It Gonna Be,Arlissa,,2017,87,29,73,-4,9,37,179,87,4,40,5.5,-0.400000006
4158,Cups,Lulu & The Lampshades,,2012,128,85,93,-6,7,77,131,50,23,40,0,0
4159,Charlie's Soliloquy,Stark Sands,,2013,110,21,68,-18,9,20,78,19,3,40,0,0
4160,Price and Son Theme / The Most Beautiful Thing in the World,Full Company,,2013,174,45,44,-8,15,47,380,77,14,40,0,0
4161,Christmas Dream,Andreas Weise,,2014,108,47,51,-7,8,29,210,60,3,40,0,0
4162,Christmas Home,Tony DeSare,,2015,99,24,18,-10,18,10,194,90,3,39,0,0
4163,Hold On Tight,Greg Holden,,2015,129,82,58,-8,11,35,191,4,5,38,2.700000048,-0.100000001
4164,Can't Take My Eyes Off Of You,John Lloyd Young,,2005,132,79,69,-7,14,46,197,11,11,38,3.599999905,0.699999988
4165,Santa Claus Is Coming To Town,Matt Belsante,,2007,136,49,61,-6,8,44,208,84,4,38,2.5,0.300000012
4166,Charlie's Soliloquy (Reprise),Stark Sands,,2013,187,31,27,-14,9,29,50,23,3,37,0,0
4167,"Sit Down, You're Rockin' the Boat",Walter Bobbie,,1992,129,30,58,-16,77,52,177,84,46,37,0,0
4168,Don't Cry For Me Argentina,Julie Covington,,2018,70,21,24,-9,11,15,325,83,3,37,1.100000024,-0.100000001
4170,Cooties,Aimee Allen,,2007,131,82,75,-7,40,84,162,8,29,35,1.899999976,0
4171,Clap Your Hands,LeoSoul,,2016,124,85,87,-9,5,97,196,7,4,35,0,0
4172,Guys and Dolls,Walter Bobbie,,1992,122,30,80,-16,55,82,178,86,9,34,0,0
4173,Footloose / On Any Sunday,"""Footloose"" Original Broadway Cast",,2011,178,51,43,-9,16,43,458,42,18,34,0,0
4174,Happy Days Are Here Again,Anika Larsen,,2014,149,61,67,-4,10,96,66,71,5,34,0,0
4175,1650 Broadway Medley,Beautiful Ensemble,,2014,153,82,57,-4,59,95,120,53,8,34,0,0
4176,Afternoon Nap,The Gentleman's Jazz Club,,2016,141,17,57,-19,17,71,125,84,21,34,0,0
4177,Walking In The Rain,Anika Larsen,,2014,138,32,34,-7,13,39,141,84,3,33,0,0
4178,On Broadway,E. Clayton Cornelious,,2014,128,69,75,-4,16,96,132,56,4,33,0,0
4181,He's Sure The Boy I Love,Anika Larsen,,2014,142,65,61,-4,9,74,78,51,6,33,0,0
4183,TooManySunrises,Tane,,2018,88,40,62,-9,18,55,130,59,6,32,0,0
4184,Fugue for Tinhorns,Walter Bobbie,,1992,82,25,79,-18,7,86,87,80,13,32,0,0
4185,You've Lost That Lovin' Feeling,Jarrod Spector,,2014,99,37,48,-7,15,64,199,54,3,32,0,0
4186,The Locomotion,Ashley Blanchet,,2014,134,81,70,-3,21,94,132,62,3,32,3.599999905,0.5
4188,One Night Only,Amber Riley,,2017,152,71,36,-5,45,35,341,61,11,31,0,0
4189,I Can't Stand Still,Jeremy Kushnier,,2011,108,59,59,-9,14,62,131,19,18,31,4,-0.200000003
4191,Bui,Peter Polycarpou,,1990,68,31,41,-13,13,38,246,88,4,30,0,0
4193,I'm Free (Heaven Helps The Man),Jeremy Kushnier,,2011,156,57,58,-9,8,73,262,10,12,30,0,0
4194,The Girl Gets Around,Billy Hartung,,2011,147,55,60,-8,47,80,141,19,8,30,0,0
4195,I Like It,Hudson Loverro,,2017,125,89,64,-3,7,77,154,46,6,30,12.30000019,0.300000012
4196,Uptown,Alysha Deslorieux,,2014,122,65,58,-5,14,64,96,49,3,30,0,0
4197,We Gotta Get Out Of This Place,Jarrod Spector,,2014,124,71,54,-3,45,67,119,16,3,30,1.200000048,0
4199,City Of Stars,Jacob Koller,,2017,109,31,49,-13,9,18,206,98,4,30,0,0
4201,Dreamgirls,Amber Riley,,2017,152,84,39,-5,70,76,196,57,20,29,0,0
4202,Almost Paradise,Jeremy Kushnier,,2011,143,24,41,-14,13,13,201,70,3,29,0,0
4205,Runyonland,Guys and Dolls Orchestra (1992),,1992,81,24,35,-17,25,56,177,66,4,28,0,0
4206,Charlie Brown,The Ellis Marsalis Trio,,1994,121,30,88,-16,9,60,265,53,5,28,0,0
4207,Steamboat Willie,The Amazing Keystone Big Band,,2017,113,51,61,-6,18,96,143,58,6,28,0.100000001,0.100000001
4208,Fools Fall in Love,Jenn Gambatese,,2005,128,34,39,-10,13,26,141,83,4,28,0,0
4209,Memories,Paris Lounge Jazz Cafe,,2017,86,18,55,-18,15,48,114,67,4,28,0,0
4210,Guys and Dolls (Reprise),Guys and Dolls Orchestra (1992),,1992,127,42,68,-14,61,98,71,82,4,27,0,0
4211,Havana,Guys and Dolls Ensemble (1992),,1992,102,31,59,-16,10,64,240,79,20,27,0,0
4212,I Am Changing,Amber Riley,,2017,149,50,31,-6,76,36,268,76,5,27,5,0.200000003
4213,Time Goes By,Paris Lounge Jazz Cafe,,2017,84,13,67,-24,9,62,116,87,3,27,0,0
4214,You Do Something to Me,Brazilian Tropical Orchestra,,1999,82,20,24,-15,11,28,111,83,3,26,0,0
4215,Get Ready / Dancing In The Street,Original Broadway Cast-Motown The Musical,,2013,151,90,39,-6,43,65,205,1,13,26,0,0
4216,An American in Paris,An American in Paris Orchestra,,2015,118,36,35,-11,21,24,764,85,4,26,0,0
4217,Heaven Help Me,Stephen Lee Anderson,,2011,77,22,53,-13,18,49,111,89,4,26,0,0
4218,Learning To Be Silent,Dee Hoty,,2011,65,13,41,-16,10,34,157,89,5,26,1,-0.300000012
4219,We Dance,Once on This Island Ensemble,,1990,82,27,52,-18,62,63,327,80,14,26,0,0
4220,Superstar,Murray Head,,2018,122,64,36,-6,16,65,256,10,4,26,0,0
4221,Do You Hear The People Sing?,Michael Maguire,,2003,85,37,65,-13,15,54,125,91,5,26,0,0
4222,Let's Go Fly A Kite,Various Artists,,2005,118,23,45,-16,8,45,124,81,4,26,0,0
4223,More I Cannot Wish You,John Carpenter,,1992,170,4,25,-27,16,45,138,96,4,25,0,0
4224,Steppin' to the Bad Side,Joe Aaron Reid,,2017,107,76,44,-6,24,60,351,58,13,25,0,0
4225,Move,Amber Riley,,2017,159,92,41,-4,67,77,115,66,15,25,1.899999976,0.200000003
4226,Can You Find It In Your Heart?,Dee Hoty,,2011,84,6,42,-20,9,20,148,95,5,25,0,0
4227,Hard To Say Goodbye,Liisi Lafontaine,,2017,138,70,61,-6,13,61,186,62,15,24,0,0
4228,It's All Over,Joe Aaron Reid,,2017,82,62,51,-6,83,87,229,69,31,24,0,0
4229,Family,Cast - James And The Giant Peach,,1996,96,24,40,-13,22,46,164,78,8,23,0,0
4230,A Marshmallow World,Seth MacFarlane,,2014,140,44,59,-7,31,77,134,57,5,23,0.899999976,0.899999976
4231,Dreamgirls (Reprise),Amber Riley,,2017,143,81,26,-5,91,31,127,62,10,23,0,0
4232,Heavy,Amber Riley,,2017,149,65,46,-6,43,70,284,62,15,23,0,0
4233,Fake Your Way to the Top,Adam J Bernard,,2017,168,89,48,-4,88,44,212,68,31,23,0,0
4234,Make Our Garden Grow,Jason Danieley,,1997,83,32,25,-10,19,14,244,96,5,23,0,0
4235,Four or Five Times,Four,,2004,140,29,63,-11,7,64,289,89,4,23,0,0
4236,Shoo Fly Pie and Apple Pan Dowdy,Fred Mollin and the Blue Sea Band,,2007,133,63,54,-6,94,78,153,37,4,22,0,0
4237,Girl From Ipanema,Belinha Bossa Duo,,2015,139,15,50,-14,11,18,236,98,4,22,0,0
4238,I Want You Back / ABC / The Love You Save,Original Broadway Cast-Motown The Musical,,2013,105,70,72,-6,6,89,149,19,11,22,0,0
4239,Effie White's Gonna Win/ You Are My Dream (Reprise),Joe Aaron Reid,,2017,147,52,38,-8,10,14,186,52,12,22,0,0
4241,Cadillac Car,Joe Aaron Reid,,2017,75,65,50,-6,41,56,363,66,15,22,0,0
4242,"I'm Looking for Something, Baby",Joe Aaron Reid,,2017,148,87,63,-7,76,65,189,57,46,22,0,0
4244,The Night The Pugilist Learned How To Dance,Michael Esper,,2014,73,36,35,-10,10,34,246,80,6,22,0,0
4245,Battle Of The Stars: Papa Was A Rolling Stone (Prologue) / I Can’t Help Myself (Sugar Pie Honey Bunch) / Ain’t Too Proud To Beg / Baby I Need Your Loving / I Can’t Get Next To You / Reach Out I’ll Be There / (I Know) I’m Losing You,Original Broadway Cast-Motown The Musical,,2013,138,83,52,-6,11,69,255,4,9,21,0,0
4246,"Love, Love You Baby",Liisi Lafontaine,,2017,144,83,69,-4,6,74,283,35,16,21,0,0
4247,Gethsemane (I Only Want To Say),Ian Gillan,,2018,78,71,22,-7,30,28,336,44,7,21,0,0
4248,Let It Snow! Let It Snow! Let It Snow!,Seth MacFarlane,,2014,124,32,45,-9,8,30,184,83,5,20,7,0
4249,Finale B,Various Artists,,1999,145,69,27,-6,14,28,152,40,4,20,0,0
4250,Ain’t No Mountain High Enough,Original Broadway Cast-Motown The Musical,,2013,110,54,63,-8,8,53,168,12,5,20,0,0
4252,A Dream Is A Wish Your Heart Makes,The Rob Mounsey Orchestra,,2016,100,29,46,-12,9,35,258,94,3,20,0.100000001,0.100000001
4253,I Wan'na Be Like You (The Monkey Song),Raphael Gualazzi,,2016,88,54,68,-8,15,76,234,48,7,20,0,0
4254,"I Want You, Baby",Adam J Bernard,,2017,138,52,28,-6,11,36,164,69,3,20,0,0
4255,"Party, Party",Amber Riley,,2017,154,69,58,-6,21,61,170,65,28,20,4.599999905,-0.200000003
4256,Goin' Downtown,Original London Cast of Dreamgirls Ensemble,,2017,148,87,67,-6,88,71,148,61,41,20,0,0
4257,Mele Kalikimaka,Seth MacFarlane,,2014,112,45,71,-8,12,49,154,68,4,19,2.400000095,0.600000024
4258,War / What's Going On,Original Broadway Cast-Motown The Musical,,2013,97,65,43,-6,21,37,246,14,14,19,0,0
4259,The Motortown Revue: Please Mr. Postman / You’ve Really Got A Hold On Me / Do You Love Me,Original Broadway Cast-Motown The Musical,,2013,85,60,40,-8,95,52,263,6,28,19,0,0
4260,I'm Somebody,Liisi Lafontaine,,2017,145,63,51,-6,69,49,141,71,22,19,0,0
4261,The Rap,Adam J Bernard,,2017,107,77,65,-6,41,51,335,55,63,19,0,0
4262,I Meant You No Harm,Adam J Bernard,,2017,116,59,62,-6,85,82,62,72,48,19,0,0
4263,Ain't No Party,Ibinabo Jack,,2017,152,77,47,-5,69,72,258,68,21,19,0,0
4264,When I First Saw You,Joe Aaron Reid,,2017,111,32,37,-10,12,19,173,78,3,19,0,0
4265,Press Conference,Joe Aaron Reid,,2017,142,46,39,-9,39,42,98,67,9,19,0,0
4266,I Am The Starlight,Mica Paris,,2018,78,30,19,-9,14,14,306,72,3,19,0,0
3852,Little Drummer Boy,Count Basie Orchestra,big band,2015,99,45,80,-12,35,67,291,42,21,10,0,0
3855,Good “Swing” Wenceslas,Count Basie Orchestra,big band,2015,134,33,57,-8,15,26,214,40,3,9,0,0
3856,Silent Night,Count Basie Orchestra,big band,2015,66,32,39,-9,11,17,205,91,3,9,0,0
3859,Let It Snow,Count Basie Orchestra,big band,2015,150,32,66,-10,13,52,356,36,4,8,0,0
3862,I’ll Be Home For Christmas,Count Basie Orchestra,big band,2015,133,39,55,-9,8,49,272,18,3,6,0,0
3867,Baby Won't You Please Come Home,Kid Ory,big band,2011,131,44,64,-10,19,74,351,83,3,2,0,0
3868,Lindyhopper's Delight,Chick Webb,big band,1999,98,48,74,-12,13,91,165,78,4,0,0,0
3881,I Will Survive,Gloria Gaynor,disco,2000,117,73,78,-9,25,56,198,2,5,66,6.300000191,0
3896,Y.M.C.A.,Village People,disco,1978,126,79,76,-11,5,76,287,3,6,60,5.699999809,0.200000003
3904,I Don't Know How To Love Him,Yvonne Elliman,disco,1973,143,14,32,-15,10,33,238,86,3,42,4.099999905,0.100000001
3912,Everything's Alright,Yvonne Elliman,disco,2018,136,62,39,-8,13,58,311,18,4,23,9,0.100000001
4021,June Is Bustin' Out All Over,Renée Fleming,cabaret,2018,137,38,51,-10,58,41,405,94,8,36,0,0
4063,Tightrope,Michelle Williams,,2017,162,33,35,-10,9,19,234,30,4,77,1.399999976,0.699999988
4064,Dancing in the Moonlight,Jubel,,2018,120,62,66,-6,19,19,164,27,6,76,4.099999905,0.699999988
4065,Can't Help Falling in Love,Haley Reinhart,,2016,138,5,41,-14,11,25,173,95,4,75,1.899999976,0.400000006
4066,True Colors (feat. Maya Avedis),XO Cupid,,2018,105,63,64,-6,13,45,184,8,3,74,0,0
4067,Astral Therapy,Primer Dia,,2018,70,5,24,-24,8,4,137,95,6,71,0,0
4068,Un Poco Loco,Anthony Gonzalez,,2017,127,50,59,-8,32,59,112,61,14,69,2.700000048,0.200000003
4069,Soft Upon Your Face,Ave Air,,2018,161,9,19,-23,12,4,195,96,5,68,0,0
4070,Shiny,Jemaine Clement,,2016,146,68,65,-8,10,57,185,45,24,67,7.800000191,0
4071,Trancendent Sleep,Eleanor Arroway,,2018,138,10,35,-25,12,12,257,98,4,67,0,0
4072,Fidelity,Rannar Sillard,,2014,99,6,42,-19,12,22,111,97,3,67,0,0
4073,Fusion,Eroded Sky,,2017,120,14,55,-17,11,10,228,99,3,66,0,0
4074,Stillness Speaks,Yuki Sakura,,2017,70,0,42,-34,14,15,167,99,4,66,0,0
4075,New Endings,Bon Vie,,2018,92,3,23,-28,12,4,189,99,3,66,0,0
4076,Morro Bay,Lundegard,,2018,122,12,65,-21,10,5,192,97,5,65,0,0
4077,The Road to Life,Monocle Twins,,2018,66,58,47,-9,12,8,229,2,3,65,0,0
4078,Remember Me (Ernesto de la Cruz),Benjamin Bratt,,2017,129,58,50,-7,14,60,109,55,4,65,1.100000024,-0.5
4079,Adrift,Cooper Sams,,2018,85,33,38,-16,11,5,158,50,4,64,0,0
4080,I'll Be There For You [Theme From FRIENDS] (45 version),The Rembrandts,,1995,94,92,26,-7,28,64,187,7,8,64,0,0
4082,Evening Mantra,Wilma Harrods,,2017,80,2,60,-26,11,35,142,99,5,64,0,0
4083,Waiting For Sundown,Monocle Twins,,2017,168,31,42,-14,10,8,235,98,3,63,0,0
4084,Going Home,Intrinsic Focus,,2016,89,41,26,-13,11,13,253,95,4,62,0,0
4085,He Needs Help,David Wingo,,2017,67,4,14,-26,9,4,191,95,4,62,0,0
4086,Fallen,Elise Magnefold,,2017,100,11,54,-22,9,3,278,98,4,61,0,0
4087,Finding Faith,Amaranth Cove,,2018,110,25,58,-14,8,17,157,89,3,61,0,0
4088,Mount Kailas,Enzo Electronic,,2018,140,13,28,-21,15,4,207,88,6,61,0,0
4089,Atmospheric Skies,zephyros,,2018,111,18,70,-18,8,11,224,29,3,61,0,0
4090,No Matter (Basic Tape vs. Frances),Basic Tape,,2017,103,83,57,-2,10,43,191,3,5,60,0,0
4091,Broken Promises,Bon Vie,,2017,71,4,11,-27,10,15,197,99,4,60,0,0
4092,Light in the Fog,Night Sounds,,2017,172,53,41,-14,12,4,184,7,5,59,0,0
4093,Breathe,Night Sounds,,2018,130,18,26,-21,9,4,253,88,4,59,0,0
4094,Supernovas,William Roud,,2017,110,50,26,-9,12,5,182,5,3,59,0,0
4095,The Slide,Eucalyptic,,2018,134,11,28,-17,11,14,175,88,3,59,0,0
4096,Postcards from You,Life Below Elephants,,2018,135,66,56,-8,12,12,233,1,3,59,0,0
4097,dream #1 [arrival],charlie dreaming,,2018,67,11,25,-24,10,9,258,88,4,59,0,0
4098,In This Together,Boil The Ocean,,2016,73,17,45,-18,10,21,130,99,5,58,0,0
4099,My World Is Changing,Eroded Sky,,2018,81,19,57,-16,12,17,172,96,4,58,0,0
4100,Hello,Zooey Deschanel,,2016,120,18,54,-9,27,17,98,74,5,58,1.5,0.5
4101,Gratitude,chillchild,,2018,112,22,23,-21,28,4,160,97,5,58,0,0
4102,Tree House,Inifinite Room,,2018,110,43,53,-13,9,37,190,95,3,58,0,0
4103,Sunday Smile,Jake Troth,,2016,125,65,69,-7,11,40,209,54,5,57,0,0
4104,Bloodflow,Grandbrothers,,2017,97,62,48,-13,13,38,359,65,4,57,0,0
4105,Euphoria,Lucy Vincent,,2018,82,7,59,-23,9,11,211,99,4,57,0,0
4106,Escape,David Wingo,,2017,130,17,43,-23,11,4,85,90,5,57,0,0
4107,Fast Twitch,Jonathan Kawchuk,,2018,78,28,8,-18,22,4,235,93,4,57,0,0
4108,Falling Up,Lucy Vincent,,2018,155,18,58,-17,11,9,121,99,4,57,0,0
4109,Numb,Lacy Magic,,2018,120,24,55,-15,12,20,203,42,3,56,0,0
4110,Solar Flares,Night Sounds,,2018,95,23,22,-18,10,7,162,82,3,56,0,0
4111,Night After Sidewalk,Kaki King,,2003,130,26,26,-17,11,10,211,78,4,55,0.100000001,0.100000001
4112,Shores,Heron,,2017,126,52,42,-10,10,18,511,0,3,55,0,0
4114,Hiking,David Wingo,,2017,78,15,50,-18,11,39,67,56,4,55,0,0
4115,Late Night Call,Suss,,2018,135,10,22,-21,6,4,290,92,4,55,0,0
4116,Taken Away,David Wingo,,2017,90,2,19,-28,9,3,93,98,4,55,0,0
4117,Opening the Gates,Chequerboard,,2013,106,43,68,-14,35,28,283,87,3,54,0,0
4118,Night In Burma,Joseph Beg,,2018,144,3,14,-33,14,24,209,75,4,54,0,0
4119,On The 5,Winnetka Bowling League,,2018,120,60,56,-6,10,40,180,67,3,53,5.300000191,0
4120,Gusts of Wind Blowing in Different Directions,The Last Dinosaur,,2010,133,1,31,-27,11,17,141,96,4,53,0.100000001,0.100000001
4121,The Greater Lights,Ranges,,2017,136,67,39,-7,9,11,375,1,3,53,0,0
4122,The Walk Of Life,Eucalyptic,,2017,96,5,33,-15,13,8,167,98,4,53,0,0
4123,dream #3 [energy wav],charlie dreaming,,2018,136,13,15,-24,11,11,229,89,4,53,0,0
4124,Canyonlands (Return to Wichita),Suss,,2018,71,9,23,-21,10,3,359,83,4,53,0,0
4125,Position Position (Here),Rannar Sillard,,2014,133,8,18,-17,11,4,101,87,5,53,0,0
4126,Entirety,Bon Vie,,2017,90,38,17,-12,11,4,213,46,3,52,0,0
4127,Essential Attitudes,Peals,,2016,99,50,44,-13,8,25,218,45,4,52,0,0
4128,Driggs AVE 4 am,Brooklyn Comatose,,2017,84,46,23,-8,12,11,194,32,3,52,0,0
4129,Golden Chant,Joseph Beg,,2018,71,2,14,-32,12,4,310,90,4,52,0,0
4130,Petrichor (Bonus Digital Track),Set and Setting,,2013,115,24,68,-18,9,19,130,19,5,51,0,0
4131,Venice,PLVCES,,2018,120,46,34,-11,29,4,197,23,4,51,0,0
4132,PLASTIC,sakehands,,2018,140,45,76,-8,6,66,207,37,11,50,6.900000095,0
4133,Frontiers Are Where You Find Them,Trevor Kowalski,,2018,133,4,17,-25,11,7,194,94,3,50,0,0
4134,Phenomena,Primer Dia,,2018,136,4,15,-24,9,3,166,96,4,48,0,0
4135,Let It Grow,The Lorax Singers,,2012,95,39,54,-10,15,33,198,42,7,48,8.699999809,0
4136,Raise You Up / Just Be,Full Company,,2013,122,70,74,-7,19,64,370,10,9,47,0,0
4137,How Bad Can I Be?,Ed Helms,,2012,98,87,80,-5,6,76,172,7,14,46,9.300000191,-0.100000001
4138,Soul of a Man,Stark Sands,,2013,162,71,48,-6,16,48,202,32,4,45,0,0
4139,Just The Way You Are,James Smith,,2018,130,22,53,-13,11,25,157,91,5,45,2,-0.100000001
4140,Stratos,Dew Of Light,,2018,67,36,33,-13,16,11,146,96,4,45,0,0
4141,Blues for Sharpie,David Hazeltine,,2012,74,28,49,-17,12,39,330,62,3,44,0,0
4142,Everybody Needs Somebody To Love,The Blues Brothers,,2005,194,69,53,-9,27,91,150,18,3,44,0,0
4143,Step One,Stark Sands,,2013,138,86,60,-5,16,77,168,8,15,44,0,0
4144,I Try (Living Room Session),Busty and the Bass,,2016,153,42,59,-7,5,47,260,20,29,44,6.199999809,0
4145,Dynamite,Miller & Bronx,,2018,140,17,65,-15,11,34,197,86,4,44,0,0
4146,You're A Mean One Mr. Grinch,Jim Carrey,,2000,105,52,43,-8,19,50,152,94,9,43,0,0
4147,Signed Sealed Delivered,Jackson Breit,,2016,99,58,76,-7,5,49,214,25,3,43,0,0
4148,These Palace Walls,Courtney Reed,,2014,98,33,52,-7,9,43,161,81,3,42,0,0
4149,So. Good.,Johnny Stimson,,2015,104,36,56,-5,11,53,227,51,13,42,4,0.300000012
4150,Take What You Got,Andy Kelso,,2013,122,71,61,-6,36,52,199,33,5,42,0,0
4151,And I Am Telling You I'm Not Going,Amber Riley,,2017,117,73,37,-5,85,33,312,60,8,42,4.599999905,-0.200000003
4152,Mon Chéri,Lizzy LeBleu,,2016,131,14,54,-16,11,24,259,81,5,42,0,0
